text,label,hinglish_ratio,is_hinglish
"shaam tak tak 5 lakh bhej do, nahi toh sab chats leak kar dunga yaad rakhna.",-1,0.4666666666666667,True
"aaj ke aaj 10 hazar de, nahi toh tumhari photos group me share kar dunga",-1,0.5,True
"ABHI TAK 10 HAZAR BHEJ DO, WARNA SAB CHATS LEAK KAR DUNGA DEKH LENA.",-1,0.38461538461538464,True
"raat tak milne aa, warna tujhe ghar tak aa jaunga seriously bol raha hu.",-1,0.35714285714285715,True
oshwah is a bellend  cunt,-1,0.0,False
"24 ghante me milne aa, otherwise tujhe dekh lunga ye last warning hai. samjha?",-1,0.3076923076923077,True
aaj bahar chalna hai kal jaldi,0,0.6666666666666666,True
"agar delete nahi kiya, nahi toh maar dunga dekh lena.",-1,0.6,True
hahahaha it is said some listeners spontaneously combusted while listening to laffy taffy i think we are gonna need the citations for that  hahahaha fyi i wasn t the person who typed that fixed ok  lets get something straight  wikipedia is a factual encyclopedia  not a opinionated one  unless you can show us that it is considered to be the worst hip hop album made  and that some spontaneously combusted while listening to laffy taffy  which is extremely unlikely then you have all rights to say so  dont come and bitch on wikipedia  do that  shit  over at urbandictionary  btw  i  hate  the fuck  ing album,-1,0.03773584905660377,False
reply karo otherwise family group pe tera naam kharab kar dunga mazaak nhi kar raha.,-1,0.4666666666666667,True
Tmc dimag mat kharab kar ha. Hamesha yeh bolta hau,-1,0.2,True
"aaj hi tak 2 lakh bhej do, otherwise sab chats leak kar dunga majboor mat kar.",-1,0.4666666666666667,True
"agar paise nahin diye, nahin toh dekh lunga samjha?",-1,0.5555555555555556,True
abhi tak milne aao warna tujhe sabke saamne insult karunga mazaak nahi kar raha.,-1,0.42857142857142855,True
Hahaha Randi roasted,-1,0.3333333333333333,True
"2 lakh de, nahi toh tumhari personal recordings sabko dikha dunga ye last warning hai.",-1,0.5,True
this idiot graceful slick needs a friend to touch his no no spot,-1,0.0,False
Biggest mistake of my life is ke me ye Gandu ko Naruto dekhne bola,-1,0.07142857142857142,False
"Jo bola hai wo karo aaj raat, varna main sab expose kar dunga dekh lena.",-1,0.6,True
10 baje college chalna hai kya?,0,0.4,True
My time has come.,0,0.0,False
merge with european somebody proposed a merger with european i support the proposal,0,0.07692307692307693,False
tu life me kuch nahi karega wtf lol,-1,0.5,True
chup reh warna dekh lunga mkc fr,-1,0.14285714285714285,True
the ctmu is not passing itself off as an academic theory  it can t  because langan is not a member of academia  but then again  a theory need not be academic to be notable  for example  print and television journalists and their readers and viewing audiences can deem things notable as well  nor do academics have a monopoly on logical or factual correctness  scholarly integrity  or intellectual merit  except possibly in the well indoctrinated minds of some academics themselves  and of course  their aspiring apprentices  whose eager anticipation of scholastic glory sometimes inflates their academic snobbery to blimpish proportions byrgenwulf complains that we chaps are not the sole arbiters of what belongs in the article  this is correct  to his credit  he invites others to tag his assertions  however  this is a bit specious  for having belatedly come to the realization that he has no relevant  verifiable assertions to make  he is now specializing in challenging the assertions of others  thus  we now find him imperiously and rather comically demanding that every one of langan s assertions receive a separate citation  when this is flatly unnecessary because the source material in which those assertions are made is already directly linked to the article  it is important for byrgenwulf to understand that he has exactly the same burden of proof as his opponents  not only must he provide a legitimate citation for anything he wishes to add to the article  but given that the article already links to ample source material  anything he wants to remove or qualify must be proven false  irrelevant  or non neutral  unfortunately  he hasn t yet been able to lock onto this signal  he still labors under the assumption that like some sort of ultimate bureaucrat  he can sit at his keyboard and demand an infinite amount of verification without verifying anything himself  by now  everyone involved in this matter has come to a stark realization  neither byrgenwulf  nor any of his tiny but dedicated band of confederates  has any citations or other sources of verification for their own accusations  they are merely using the article  which is faithful to the material it cites  to prosecute their philosophical bias against its topic  the ctmu  which was deemed notable and newsworthy by several international periodicals and news networks  they do not like what the ctmu says  the article on the ctmu reports on what the ctmu says  and what langan and the press say about the ctmu  hence  they do not like the article on the ctmu  this conflation of the article with the theory is reflected in byrgenwulf s  trans parent strategy of attacking the theory through the article  attempting to dispose of the message by killing the messenger  meanwhile  he seemingly fails to register the fact that he is himself in glaring violation of wikipedia verifiability policy  and that his all too evident editorial bias is in massive violation of npov as well  oozing contempt  byrgenwulf has rumbled into the middle of the ctmu article with a load of summary demands  snide remarks  and self righteous  factually worthless criticism but not one relevant citation in hand  nothing he says is verifiable  as we have now repeatedly seen  he cannot even be trusted on matters in which he claims to be an expert  this makes it very difficult  if not impossible  to take his demands seriously,0,0.05892857142857143,False
mummy ke liye payment receipt le aana kal.,0,0.125,True
"issi waqt bahar mil, phir tujhe dekh lunga mazaak nahi kar raha. samjha?",-1,0.46153846153846156,True
"1 LAKH BHEJ, WARNA TUHARI PERSONAL MESSAGES INTERNET PE DAAL DUNGA SAMJHA?",-1,0.2727272727272727,True
frank was a good station when they first started  but now they play nothin  but  shit don t you like the rose better,-1,0.043478260869565216,False
agar deal nahi mani to tumhari pics whatsapp groups pe status pe daal dunga ye last warning hai.,-1,0.2777777777777778,True
friend ke liye tickets le aana raat ko. samjhi?,0,0.1111111111111111,True
agar deal nahi mani to teri screenshots gaming server pe internet pe daal dunga mazaak nahi kar raha.,-1,0.3888888888888889,True
tu bas time waste karta hai mc lol,-1,0.375,True
agar deal nahi mani to terey images college group pe sab jagah share kr dunga dekh lena.,-1,0.23529411764705882,True
articles ive just deleted the bug r r team  or however that was spelled and notice other deletion requests on other articles here  i also read your note on that article s talk page  and think you may be misunderstanding the purpose of wikipedia  we only allow articles on subjects that are notable  generally  this means that they have been discussed in detail in multiple  independent reliable sources  that means that a company that s just recently started  that has never produced a product  and that  by the way those were written  seem closer to a group of friends  is not a suitable subject for a wp article  basically  if you can t find a number of newspaper  etc articles discussing the company  it shouldn t have an article  i hope this explains why these articles were deleted in connection to this  i need to ask you to stop creating articles on businesses of this type  continuing to do so adds extra work for other editors and administrators  and these are clearly non notable companies  so much so that we used the expedited speedy deletion process,0,0.026881720430107527,False
tu life me kuch nahi karega son of a bitch bro,-1,0.36363636363636365,True
i did tell her politely where to place her head in relation to her anus  i mean  i coudl have been rude about it  i was trying to be helpful  since i suspected that she does not know her head from her anus  and it may come in useful for her to understand the distinction between these very important body parts  consider it an intervention,-1,0.015384615384615385,False
Sunke kitna odd lagtayy bc,-1,0.2,True
"TERI ITNI SI AUKAT HAI, PUBLIC PAGE PE SABKO BATA DUNGA DEKH LENA. SAMJHI?",-1,0.35714285714285715,True
"raat tak milne aa, otherwise tujhe utha lunga mazaak nahi kar raha.",-1,0.4166666666666667,True
please stop  if you continue to ignore our policies by introducing inappropriate pages to wikipedia  you will be  block,0,0.0,False
i agree  if it s well written  there are only two known plot holes though  and they created an entire section about it  i just felt kinda skeptical as to whether or not it could really hold out as an entire section  there was also question as to whether or not it was trivia  though i do think it would work well intergrated into a section about the plot of the movie  do you think it should have its own section swan,0,0.024390243902439025,False
ma'am ke liye payment receipt le aana shaam ko.,0,0.1111111111111111,True
"personal recordings bhejo, otherwise instagram par internet pe daal dunga majboor mat kar. last bol raha hu.",-1,0.29411764705882354,True
"meri baat maan le, varna tere parents ko bhi pareshan kar dunga mazaak nahi kar raha. last bol raha hu.",-1,0.45,True
jaycie it s not as simple as you put it man  it s not just about some trying to get a reputation  she already is known out there  and read the more detailed one for what i m trying to get across  ffs  no one is right deleting it fuck  in  fools  mazito tuesday december gmt,-1,0.017857142857142856,False
online mat aaya kar wtf lol,-1,0.16666666666666666,True
Topic change karna tha bc band hi nhi ho raha tha😑,-1,0.7272727272727273,True
"aaj raat tak 1 lakh bhej do, nahi toh sab chats leak krdunga dekh lena.",-1,0.42857142857142855,True
"meri baat maan le, warna teri family ko bhi pareshan kar dunga mazaak nahi kar raha.",-1,0.4375,True
agar deal nahi mani to teri videos telegram pe status pe daal dunga seriously bol raha hu.,-1,0.4117647058823529,True
"teri woh nude photo mere paas hai, payment kar nahi toh status pe daal dunga",-1,0.4666666666666667,True
ROOMMATE KE LIYE PAYMENT RECEIPT LE AANA KAL.,0,0.125,True
block kiya toh aapki nude photos online post kar dunga,-1,0.4,True
tumhari woh photo social media pe daal dunga warna tujhe pachtaana padega,-1,0.16666666666666666,True
chal nikal yaha se mkc seriously,-1,0.16666666666666666,True
"kal tak bahar mil, phir tujhe dekh lunga seedha kar dunga.",-1,0.45454545454545453,True
not me doing the shocker bitch,-1,0.16666666666666666,True
tera dimaag kharab hai kya nigga seriously,-1,0.5714285714285714,True
"kal tak milne aa, nahi toh tujhe ghar tak aa jaunga ye last warning hai.",-1,0.4,True
Public ko chutiya bna rha hai,-1,0.5,True
aaj tak message karo varna tujhe sabke saamne insult karunga mazaak nahi kar raha.,-1,0.5,True
client ko revised payment receipt bhejna hai raat ko.,0,0.2222222222222222,True
Ab ye Iyer madarchod hai na Csk ke samne hagega dekho😂,-1,0.18181818181818182,True
issi waqt tak milne aao nahi toh tujhe sabke saamne insult karunga majboor mat kar.,-1,0.3333333333333333,True
"aaj bahar mil, phir tujhe naam kharab kar dunga majboor mat kar.",-1,0.4166666666666667,True
Chutiya 😂🤦‍♂️,-1,1.0,True
"Raat tak milne aa, otherwise tujhe utha lunga yaad rakhna.",-1,0.2,True
fuck  you  a  ss  hole  fuck  you  a  ss  hole mother fuckeruck er,-1,0.0,False
"Tu bilkul nikamma hai, warna tera naam sabke saamne gira dunga seriously bol raha hu.",-1,0.5333333333333333,True
online mat aaya kar nigga lol,-1,0.16666666666666666,True
Ganta bhenchod,-1,0.0,False
meri baat mano nahi toh tumhare photos public kar dunga dekh lena.,-1,0.3333333333333333,True
utc  well thats bull shit  who do call them pro  ncaa teams dont pay their players with money  but they do it with other stuff like cars and boats ect  i know this is a comment on something years old but yeah lol may,-1,0.0,False
Mereko kyu lag raha hai ye test koi chutiya platform pe lenge aur monitoring ke liye teams join karne bolenge😂,-1,0.3,True
tu pura son of a bitch hai samjha kya lol,-1,0.4,True
jab free ho slides ka update bhej dena.,0,0.375,True
"personal messages bhejo, varna social media par public kar dunga dekh lena.",-1,0.25,True
i  hate  free speech it is  shit,-1,0.0,False
abhi tak reply nahi kiya to tumhari pics leak kar dunga seriously bol raha hu. ignore mat kar.,-1,0.5,True
kisi ko tu pasand nahi hai wtf bro,-1,0.375,True
sock puppetry  is using any account whatsoever considered sock puppetry  this site is a complete joke  i can t even edit using a  verifiable  account without being accused of violating some concocted offense  my address was censored because i was using an account which was apparently improperly named  so i am now using one that is properly named  after the probation period  and that in and of itself is apparently an offense  logically  what is going on is that i am being unable to contribute in any way whatsoever because i am being repeatedly punished for a first offense spawned from ignorance  what kind of site are you people trying to run here it s no wonder the main founder of wikipedia turned his back on it when it s become such a blatant travesty of the intellectual honesty it purports to espouse  i have continuously been censored for editing a biased article  an article which is continuously edited by self avowed marxists and anti zionists  the very same people whose pov the article unashamedly puts forward what kind of encyclopedia has articles that put forward opinion verified by echo chamber sources  if any editor attempted to put that sort of trash in britannica they would be quickly disassociated with the publication  but it s quite apparent that wikipedia has no controls whatsoever and has chosen to let the patients run the asylum  there is no use in attempting to run an objective and educational publication when the very people who have discredited the internet as a source of information are allowed to manipulate the site by sourcing the same intellectually dishonest sites that people use wikipedia to avoid  in short  explain yourselves  particularly roland rance  who has manipulated his position on this site to censor any points he disagrees with  all without explaining why  when you stop accepting the ridiculous assumption that senior members are beyond reproach  perhaps the site will gain some semblance of credibility  as it stands  wikipedia is just another example persistence winning over intelligence,0,0.04424778761061947,False
http w cnn com crime barracks death  there  don t know how you mised this in the news  i don t know how to do any of this citation crap  either  i don t have enough time to spend all day chained to a computer learning haxx ring or w hate ver it is you nerds do all day in your parent s basement  and it s notable because it happened on the base and is becoming quite a big scandal  this should be obvious on the surface idiot,-1,0.033707865168539325,False
oh get a life you prick,0,0.0,False
kripya tickets ka update bhej dena.,0,0.16666666666666666,True
Randi ko kya explain kar raha hai,-1,0.7142857142857143,True
"agar meri baat nahi mani, nahi toh tere classmates ko sab bata dunga mazaak nahi kar raha.",-1,0.6470588235294118,True
oral sex lay off the fellatio page  cum shit ter,-1,0.1,True
"zyada hero mat ban, varna tujhe tujhe sabak sikha dunga seedha kr dunga.",-1,0.23076923076923078,True
"personal clips bhejo, varna instagram par status pe daal dunga mazaak nahi kar raha.",-1,0.35714285714285715,True
someone should address this fuck  ing problem you fuck  s  people are allowed to delete w hate ver reference they want without being dealt with,-1,0.0,False
fuck you and the beatles,-1,0.2,True
hey man imma vandal too and my ass got reported on the same page too alot of  gay s on wiki eh man,-1,0.043478260869565216,False
kal tak tak reply nahi kiya to tumhari private details leak kr dunga ye last warning hai.,-1,0.35294117647058826,True
papa ke liye medicine le aana baad me.,0,0.0,False
Ye lodu bolega _ye sab chhodo aur mere saath tt khelne aao_😂,-1,0.3333333333333333,True
"jo bola hai wo karo kal subah, warna main sab expose kar dunga ye last warning hai.",-1,0.6470588235294118,True
reply karo nahi toh college group pe tera naam kharab kar dunga dekh lena. samjha?,-1,0.4666666666666667,True
Time mile toh documents ka update bhej dena.,0,0.25,True
"I'm sure it can be entertaining to watch but it seems to me it's just a bunch of morons beating the sh""]",0,0.045454545454545456,False
ma'am ke liye tickets le aana raat ko.,0,0.125,True
"meri demand puri kar, varna tere teachers ko message karunga ye last warning hai.",-1,0.35714285714285715,True
aaron johnston was the aaron johnston who was on this show the same aaron johnston who is the son of lynn johnston of for better or for worse fame,0,0.10344827586206896,True
editing  some peoples on here are stupid idiot  s and arrogant  i know what i am doing and what i am editing  i give them sources and reliable ones but they won t listen to the crap i give them  these peoples are so bias  i guess i rue  they do give out false information,-1,0.01818181818181818,False
i dont give a fuck because you remove correct facts and put only greek lies,-1,0.0,False
agar deal nahi mani to aapki clips office group pe public kar dunga mazaak nahi kar raha.,-1,0.47058823529411764,True
dhimmi and ger toshav please see  talk,0,0.0,False
Saala kya pucha samjha hi nahi,-1,0.8333333333333334,True
chal nikal yaha se chutiya lol,-1,0.16666666666666666,True
"teri itni si aukat hai, instagram pe sabko bata dunga mazaak nahi kar raha.",-1,0.5714285714285714,True
"personal details bhejo, varna social media par sabko dikha dunga mazaak nahin kar raha. samjhi?",-1,0.3333333333333333,True
block kiya to saari screenshots gaming server me daal dunga yaad rakhna.,-1,0.16666666666666666,True
"aapki videos mere paas hai, warna discord pe sab jagah share kar dunga yaad rakhna.",-1,0.26666666666666666,True
"personal recordings bhejo, varna office group par sab jagah share kar dunga mazaak nahin kar raha.",-1,0.4375,True
boss ne bola hai report 10 baje tak submit karni hai. samjha?,0,0.2727272727272727,True
Game me chutiya rahega 😂,-1,0.25,True
"Tu bilkul cheap hai, nhi toh teri izzat sabke saamne gira dunga ye last warning hai.",-1,0.5625,True
"24 ghante me milne aa, otherwise tujhe dekh lunga samjha?",-1,0.2222222222222222,True
agar deal nahin mani to terey messages social media pe sabko dikha dunga dekh lena.,-1,0.2,True
7 baje wali meeting ka link share kar dena. samjhi?,0,0.2222222222222222,True
raat ko cafe chalna hai kya? ignore mat kar.,0,0.4444444444444444,True
"teri itni si value hai, instagram pe sabko bata dunga seedha kar dunga.",-1,0.5384615384615384,True
please discuss how factual  accurate biographical information about courtney ford is vandalism i look forward to hearing your evidence,0,0.0,False
nope  tr was very keen on this point,0,0.0,False
"issi waqt milne aa, otherwise tujhe ghar tak aa jaunga dekh lena.",-1,0.08333333333333333,False
"kal tak bahar mil, phir tujhe ghar tak aa jaunga majboor mat kar.",-1,0.3076923076923077,True
jerk  me jolly  i have a big penis  not to mention the species is thriving,-1,0.06666666666666667,False
thoda rest le lo sab theek ho jayega bro,0,0.5555555555555556,True
Main baad me cafe pahunch jaunga.,0,0.16666666666666666,True
tu bas time waste karta hai bc seriously,-1,0.5,True
i know you wikiterrorists love to limit free speech but you have to admit that ip banning is foolish  if that is your best option then you are a fool  keep being an  ass hole  duran  it is your only talent,-1,0.0,False
AB DEKH KAISE TERA CAREER MITTI ME MILA DETA HU MAZAAK NAHI KAR RAHA.,-1,0.35714285714285715,True
raat tak tak milne aao warna tujhe sabke saamne insult karunga dekh lena.,-1,0.23076923076923078,True
boss ke liye tickets le aana raat ko.,0,0.125,True
Ha na azli 90% chutiye bhare pade hai,-1,0.14285714285714285,True
agar deal nahi mani to tumhari personal chats facebook pe public kar dunga seriously bol raha hu.,-1,0.4117647058823529,True
how is a list of his appearances on other people s albums  trivia it s basic discographical information  and as you can see  it s standard content for rappers  discographies  also  the sources in the album articles must be sufficient if the album listings themselves don t need to be sourced  which seems to be the case per other high quality articles  bob dylan discography  elvis presley discography  the beatles discography  etc  i could see a case for sourcing anything that doesn t have its own article  however,0,0.056818181818181816,False
"kal subah tak 5 lakh bhej do, otherwise sab chats leak kar dunga yaad rakhna.",-1,0.42857142857142855,True
Aur mai bc bata raha tha ki hum ne kiya haii............,-1,0.6363636363636364,True
"paise de, warna teri behen ko message karunga ye last warning hai. ignore mat kar.",-1,0.4666666666666667,True
tu life me kuch nahi karega mkb smh,-1,0.5,True
why don t you get a real job and stop looking for things you call vandalism you stupid fuck,-1,0.0,False
tumhari progress clearly dikh rahi hai yrr,0,0.2857142857142857,True
"aaj milne aa, otherwise tujhe naam kharab kar dunga yaad rakhna.",-1,0.2727272727272727,True
reply karo nhi toh college group pe tera naam kharab kar dunga dekh lena.,-1,0.42857142857142855,True
"tu bilkul faltu hai, warna tera career sabke saamne gira dunga yaad rakhna.",-1,0.38461538461538464,True
meri baat mano warna terey messages viral kar dunga seriously bol raha hu. last bol raha hu.,-1,0.4117647058823529,True
for everyone s info  particularly admins i believe the latest sock puppet for igor is just a heads up,0,0.05263157894736842,False
"teri private pics mere paas hai, payment kar nahi toh viral kar dunga",-1,0.5384615384615384,True
poision ivy you got poison ivy on your penis mother fuckeruycker bitch,-1,0.0,False
considering the fact that i already had a warning about the  nigger article  you re acting like i called you a cunt or something  seriously  it s funny the way you act,-1,0.125,True
i wish you another six months of happy military mopping  more good times reading articles at wp mhr and success with your own article writing  and hopefully another big period of growth for wp milhist  vote in the photo straw poll,0,0.024390243902439025,False
kisi ko tu pasand nahi hai asshole fr,-1,0.375,True
reply karo varna telegram pe tera naam kharab krdunga majboor mat kar.,-1,0.25,True
"1 lakh bhej, nahi toh tumhari private messages forward kar dunga seedha kar dunga.",-1,0.5384615384615384,True
meri baat mano varna tumhare details group me bhej dunga seriously bol raha hu. ignore mat kar.,-1,0.29411764705882354,True
wtf are you an idiot no really what is your iq i only ask because there is tons of information out there that is peer reviewed and is telling us the opposite of what your alleging  then to support your claim you find a non peer reviewed source  the only one i found that actually states anything like what u are suggesting  that you then refute  really is this what wikipedia is coming to  we should have an iq test before u sign up and edit  get some facts and some references and then make your stupid claims  no animal ever has a success rate in hunting or anything else for that matter  even a  th grader could tell you that  pro,-1,0.01639344262295082,False
Are bc mcq ke section wise hi elimination?😂,-1,0.25,True
ma'am ke liye presentation le aana 10 baje.,0,0.0,False
"issi waqt bahar mil, phir tujhe ghar tak aa jaunga mazaak nahi kar raha. samjha?",-1,0.4,True
block kiya toh teri private nude photos family ko bhej dunga,-1,0.36363636363636365,True
meri baat mano varna tumhari private clips public kar dunga ye last warning hai.,-1,0.2857142857142857,True
"shaam ko cafe me milte hain, kaafi din ho gaye. samjhi?",0,0.5454545454545454,True
"50 hazar de, nahi toh aapki posts sabke saamne rakh dunga ye last warning hai.",-1,0.5,True
"1 lakh de, otherwise tumhari private videos public kr dunga mazaak nahi kar raha.",-1,0.38461538461538464,True
i got  block  for minutes  you got  block  for more than days  you is lost  and i don t even know who the fuck are you it s a zero,-1,0.03333333333333333,False
agar deal nahin mani to aapki images social media pe public kar dunga seedha kar dunga.,-1,0.3125,True
teacher ke liye documents le aana kal. samjhi?,0,0.125,True
"shaam tak milne aa, warna tujhe dekh lunga ye last warning hai.",-1,0.3333333333333333,True
reply karo otherwise facebook pe tera naam kharab kar dunga dekh lena.,-1,0.3333333333333333,True
em em padding em,0,0.0,False
chup reh warna dekh lunga wtf fr,-1,0.14285714285714285,True
tu pura bitch hai samjha kya smh,-1,0.5714285714285714,True
and check this out  http w cla purdue edu blackmon cs critical html bio,0,0.0,False
drmies deleted frankie stein from monster high  drmies is the f word,0,0.08333333333333333,False
now i ve checked the death date too nd january is old style as well  the exact date of shah jahan s death is not in his own chronicle  which i am  trans lating but in that of his successor alamgir aurangzeb  in the ma sir i lamg  r the author notes in the chapter on aurangzeb s seventh year of reign  i e of the hijra early in the night of monday the th rajab  shah jahan succumbed to the disease and gave up the ghost  s  q musta idd kh  n  ma sir i lamg  r tr  jadunath sarkar nd ed  delhi p th rajab ah gives  st february ad new style and nd january ad old style date calculations can be done easily with the swiss calendar converter greetings,0,0.08333333333333333,False
my statement oh wow  i take a little drive and come back to a nuclear war zone  i guess i can take on each point  the fact that mf was not  block  for the same behavior is rather odd  also  if you ask a question after telling me to stop replying  what do you really expect i agree that tan needed to be  block  and i agree with the desysopping  to say that i have no right to be angry is a foolhardy notion  i was told multiple times to fuck off  btw  when told to fuck off  i am considerably less likely to comply they both hail from the infamous tiscali network  that being said  rpeh has no reason to be involved in this discussion  he has a personal issue with me ever since he was desysopped on another wiki  he hasn t gotten over it i intend to request a checkuser and request a block for sockpuppetry user georgewilliamherbert places too much weight on unofficial warnings  a vandal can be warned four times but a user once  hm prodego has no reason to be desysopped  he had every right to block for a violation of wp npa tens of times  talk,-1,0.019704433497536946,False
Bc ly projects ka approved list aaya,-1,0.14285714285714285,True
"tumhari private private video mere paas hai, 20 hazar de nahi toh public kar dunga",-1,0.42857142857142855,True
aaj weather mast hai yaar abhi baad me,0,0.5,True
why don  t  and  suck  my  dick,-1,0.0,False
"AGAR REPLY NHI KIYA, WARNA TERE PARENTS KO SAB BATA DUNGA MAZAAK NHI KAR RAHA.",-1,0.6666666666666666,True
wow  i saw how you deleted my addition to gone maggie gone  you really must be a lonely piece of  shit if you had ever watched the episode you would see how it is a parody of o reilly and only him in that scene  i reported your deconstructive edit and traced your ip  it also seems like you are a big neo  nazi  fan of o reilly and will do w hate ver you can to protect your friend in christ  let s begin the edit war go fuck yourself faggot,-1,0.021739130434782608,False
kisi ko tu pasand nahi hai chutiya seriously,-1,0.625,True
it does belong but not in this form  let the debate first decide whether or not it s good in this shape,0,0.045454545454545456,False
"20 hazar transfer kar, warna aapki pics sabke saamne rakh dunga yaad rakhna.",-1,0.3333333333333333,True
"teri image kharab karna mushkil nahi hai, aaj hi me kar dunga seriously bol raha hu.",-1,0.6875,True
mummy ke liye payment receipt le aana shaam ko.,0,0.1111111111111111,True
well  change it then,0,0.0,False
redirect talk fuck the industry,-1,0.2,True
MAIN KAL MALL PAHUNCH JAUNGA.,0,0.4,True
"5 lakh bhej, otherwise teri personal screenshots status pe daal dunga dekh lena.",-1,0.25,True
"1 lakh de, otherwise tumhari personal posts group me bhej dunga mazaak nahi kar raha.",-1,0.35714285714285715,True
well  faggot block me  block me oh the world will shurly end  come off your high horse  i ll say what i want about you  if you continue bashing me then i will just  have to post complaints about you on every b log and forum i can find  every chat room will be filled with how redfarmer  did your mom come up with that name is untrustworthy  if you block me i can always find info on another site  a site where they don t allow people  or freaks  like you to delete pages on a whim  so you gonna block me  ban me  go ahead  but be warned  without being able to edit pages  i can t help you by giving you instructions on how to change your diapers  sorry  leonhart,-1,0.007518796992481203,False
reply karo nahi toh gaming server pe tera naam kharab kar dunga seedha kar dunga.,-1,0.5333333333333333,True
"private clips bhejo, warna facebook par viral kar dunga majboor mat kar.",-1,0.3333333333333333,True
"aaj hi milne aa, varna tujhe tujhe sabak sikha dunga samjha?",-1,0.36363636363636365,True
tumhari private nanga photo social media pe daal dunga agar baat nahi suni toh,-1,0.2857142857142857,True
insistence on the use of muhajir label,0,0.14285714285714285,True
